date,temperature
2016-07-17,19.32857142857143
2016-07-24,21.728571428571428
2016-07-31,21.928571428571427
2016-08-07,18.414285714285715
2016-08-14,17.82857142857143
2016-08-21,18.04285714285714
2016-08-28,22.728571428571428
2016-09-04,19.985714285714288
2016-09-11,20.12857142857143
2016-09-18,21.457142857142856
2016-09-25,15.671428571428573
2016-10-02,16.314285714285713
2016-10-09,10.714285714285714
2016-10-16,8.357142857142858
2016-10-23,8.057142857142857
2016-10-30,8.628571428571428
2016-11-06,6.285714285714286
2016-11-13,0.8428571428571429
2016-11-20,6.057142857142857
2016-11-27,4.714285714285714
2016-12-04,0.6428571428571429
2016-12-11,3.8857142857142857
2016-12-18,1.3714285714285714
2016-12-25,2.3428571428571425
2017-01-01,3.3714285714285714
2017-01-08,-2.085714285714286
2017-01-15,-0.7571428571428571
2017-01-22,-2.7714285714285714
2017-01-29,-1.5
2017-02-05,0.18571428571428575
2017-02-12,-2.685714285714286
2017-02-19,1.1999999999999997
2017-02-26,5.771428571428571
2017-03-05,6.585714285714286
2017-03-12,4.571428571428571
2017-03-19,5.971428571428571
2017-03-26,6.985714285714286
2017-04-02,11.514285714285714
2017-04-09,9.342857142857143
2017-04-16,8.214285714285714
2017-04-23,5.1571428571428575
2017-04-30,6.928571428571429
2017-05-07,10.6
2017-05-14,10.514285714285714
2017-05-21,16.857142857142858
2017-05-28,16.82857142857143
2017-06-04,18.52857142857143
2017-06-11,17.842857142857145
2017-06-18,17.8
2017-06-25,20.0
2017-07-02,16.95714285714286
2017-07-09,17.657142857142855
2017-07-16,17.014285714285712
2017-07-23,19.957142857142856
2017-07-30,18.52857142857143
2017-08-06,20.657142857142855
2017-08-13,18.485714285714288
2017-08-20,18.97142857142857
2017-08-27,16.728571428571428
2017-09-03,17.7
2017-09-10,15.414285714285715
2017-09-17,13.299999999999999
2017-09-24,12.471428571428572
2017-10-01,14.485714285714286
2017-10-08,11.414285714285715
2017-10-15,13.042857142857143
2017-10-22,13.299999999999999
2017-10-29,10.842857142857143
2017-11-05,8.328571428571427
2017-11-12,5.985714285714286
2017-11-19,5.128571428571428
2017-11-26,5.742857142857143
2017-12-03,2.028571428571429
2017-12-10,3.6571428571428575
2017-12-17,2.1285714285714286
2017-12-24,3.857142857142857
2017-12-31,4.171428571428572
2018-01-07,4.8
2018-01-14,0.15714285714285717
2018-01-21,0.7428571428571428
2018-01-28,5.2
2018-02-04,3.2142857142857144
2018-02-11,-2.2857142857142856
2018-02-18,0.38571428571428573
2018-02-25,-1.8
2018-03-04,-7.057142857142858
2018-03-11,3.3714285714285714
2018-03-18,2.1142857142857143
2018-03-25,1.2714285714285711
2018-04-01,3.2714285714285714
2018-04-08,9.528571428571428
2018-04-15,14.4
2018-04-22,14.742857142857144
2018-04-29,13.114285714285714
2018-05-06,12.928571428571429
2018-05-13,18.12857142857143
2018-05-20,15.942857142857141
2018-05-27,19.428571428571427
2018-06-03,23.728571428571428
2018-06-10,21.099999999999998
2018-06-17,18.657142857142855
2018-06-24,17.342857142857145
2018-07-01,17.985714285714288
2018-07-08,20.25714285714286
2018-07-15,18.128571428571426
2018-07-22,20.97142857142857
2018-07-29,24.542857142857144
2018-08-05,26.342857142857145
2018-08-12,24.099999999999998
2018-08-19,22.085714285714285
2018-08-26,19.785714285714285
2018-09-02,17.757142857142856
2018-09-09,19.25714285714286
2018-09-16,17.685714285714287
2018-09-23,18.285714285714285
2018-09-30,11.385714285714286
2018-10-07,11.271428571428572
2018-10-14,14.528571428571428
2018-10-21,11.87142857142857
2018-10-28,8.814285714285715
2018-11-04,8.757142857142856
2018-11-11,9.685714285714285
2018-11-18,6.528571428571429
2018-11-25,2.1714285714285713
2018-12-02,1.5714285714285714
2018-12-09,6.528571428571429
2018-12-16,1.1
2018-12-23,3.6714285714285713
2018-12-30,4.985714285714286
2019-01-06,2.9285714285714284
2019-01-13,3.1714285714285713
2019-01-20,1.6285714285714283
2019-01-27,-2.314285714285714
2019-02-03,0.31428571428571433
2019-02-10,3.7714285714285714
2019-02-17,4.585714285714286
2019-02-24,4.171428571428572
2019-03-03,5.914285714285714
2019-03-10,7.328571428571428
2019-03-17,6.057142857142857
2019-03-24,7.271428571428571
2019-03-31,7.357142857142857
2019-04-07,10.857142857142858
2019-04-14,5.471428571428571
2019-04-21,11.214285714285714
2019-04-28,15.042857142857143
2019-05-05,9.328571428571427
2019-05-12,10.528571428571428
2019-05-19,12.157142857142857
2019-05-26,15.8
2019-06-02,17.87142857142857
2019-06-09,22.914285714285715
2019-06-16,22.5
2019-06-23,22.24285714285714
2019-06-30,24.557142857142857
2019-07-07,17.82857142857143
2019-07-14,17.285714285714285
2019-07-21,19.914285714285715
2019-07-28,24.67142857142857
2019-08-04,21.3
2019-08-11,21.400000000000002
2019-08-18,18.914285714285715
2019-08-25,20.842857142857145
2019-09-01,24.914285714285715
2019-09-08,16.614285714285714
2019-09-15,15.714285714285714
2019-09-22,12.885714285714286
2019-09-29,15.157142857142857
2019-10-06,10.242857142857144
2019-10-13,12.342857142857143
2019-10-20,14.157142857142857
2019-10-27,13.12857142857143
2019-11-03,5.8999999999999995
2019-11-10,7.242857142857143
2019-11-17,4.8428571428571425
2019-11-24,7.0
2019-12-01,4.8
2019-12-08,3.9714285714285715
2019-12-15,3.4285714285714284
2019-12-22,6.128571428571428
2019-12-29,3.2142857142857144
2020-01-05,2.642857142857143
2020-01-12,5.242857142857143
2020-01-19,6.0
2020-01-26,1.5
2020-02-02,6.528571428571429
2020-02-09,5.314285714285715
2020-02-16,5.742857142857143
2020-02-23,6.442857142857143
2020-03-01,4.942857142857143
2020-03-08,4.785714285714286
2020-03-15,6.442857142857143
2020-03-22,6.757142857142857
2020-03-29,3.5
2020-04-05,4.542857142857143
2020-04-12,10.914285714285715
2020-04-19,8.928571428571429
2020-04-26,11.914285714285715
2020-05-03,12.771428571428572
2020-05-10,12.114285714285714
2020-05-17,9.642857142857142
2020-05-24,14.842857142857143
2020-05-31,13.928571428571429
2020-06-07,16.47142857142857
2020-06-14,18.82857142857143
2020-06-21,19.342857142857145
2020-06-28,21.542857142857144
2020-07-05,20.042857142857144
2020-07-12,16.3
2020-07-19,18.442857142857143
2020-07-26,19.014285714285712
2020-08-02,20.62857142857143
2020-08-09,23.62857142857143
2020-08-16,25.185714285714283
2020-08-23,23.457142857142856
2020-08-30,17.728571428571428
2020-09-06,15.942857142857141
2020-09-13,16.485714285714288
2020-09-20,17.214285714285715
2020-09-27,15.0
2020-10-04,13.814285714285715
2020-10-11,11.414285714285715
2020-10-18,8.957142857142857
2020-10-25,12.257142857142858
2020-11-01,10.916666666666666
